#{"t_start": 1780823610.8346288, "env_id": "None"}
r,l,t
-6.325236,27,367.83704
2.879945,22,367.875263
2.190587,30,367.921432
-6.265335,22,367.957004
-0.968058,17,367.987262
3.485742,14,368.012866
2.622274,14,368.034616
2.805954,26,368.078629
-1.267016,28,368.126285
3.477823,24,368.165057
3.536309,30,368.212198
2.289508,30,368.260187
2.559636,30,368.311486
-1.193445,30,368.364352
2.106859,24,368.403182
1.198616,20,368.434971
1.8067,10,368.452315
0.402139,27,368.4972
2.466539,27,368.539982
3.545869,25,368.579427
-3.713004,22,368.616042
-0.25802,30,368.667036
1.839577,30,368.715078
0.804898,30,368.76734
0.60321,23,368.809299
2.947541,24,368.849195
-1.934544,27,368.890722
-0.717279,16,368.915146
1.841727,30,368.97035
1.617903,26,369.011892
2.213489,21,369.049494
-2.630011,12,369.067721
3.827499,17,369.097376
-4.138953,20,369.129008
-0.389734,30,369.176985
0.100988,30,369.225658
-0.219279,30,369.275609
-0.019099,11,369.296686
-0.651861,20,369.331487
1.904673,19,369.362757
2.272949,21,369.398505
-1.537653,30,369.451188
2.075553,30,369.504765
-0.045562,27,369.555496
-0.170215,12,369.581388
4.398963,27,369.635247
1.864665,30,369.693658
1.214536,30,369.750677
-0.495644,14,369.779954
1.806983,30,369.83666
2.390776,26,369.883575
3.555659,26,369.930308
1.22509,30,369.985088
3.24301,30,370.040706
-0.193231,17,370.070602
4.054918,30,370.122135
0.637885,23,370.165998
2.167324,28,370.21149
1.285843,18,370.243196
1.975752,30,370.291325
1.502881,19,370.325002
-0.056188,30,370.374071
0.710108,23,370.410839
0.148982,25,370.449032
-0.149573,30,370.502609
3.055014,30,370.550814
3.870593,30,370.604019
1.045253,20,370.638578
3.016874,25,370.686167
2.469613,30,370.791706
3.718599,29,370.889117
1.392224,30,370.962682
1.212493,30,371.026821
1.527875,30,371.087738
-0.320784,22,371.136305
-2.309843,24,371.237183
1.384084,22,371.322912
-10.080054,30,371.429661
1.47075,30,371.508293
2.741363,30,371.573787
-0.458983,30,371.628363
0.854412,17,371.659306
-1.050462,30,371.707943
-1.172348,24,371.747734
-3.203048,17,371.777049
2.778397,20,371.810287
2.021419,28,371.859859
-0.717852,12,371.879442
3.510529,22,371.920831
0.53513,30,371.969737
2.641252,20,372.004386
2.923667,25,372.045517
4.032158,22,372.081158
1.573571,29,372.13431
2.416649,16,372.159704
1.175414,19,372.190392
0.416858,17,372.219377
3.801645,20,372.254066
-0.117007,23,372.291657
-0.417564,16,372.31732
-2.103921,16,372.347962
-2.691804,28,372.411626
-2.901321,30,372.485956
4.247104,28,372.556548
1.93936,30,372.633435
-6.317537,24,372.690245
-2.241769,30,372.765914
2.387189,18,372.806358
3.984955,21,372.863695
-3.063534,30,372.940683
2.898544,26,373.002062
-4.630438,30,373.074919
0.894756,14,373.109569
-3.359184,18,373.146838
-1.183494,30,373.195252
-1.538819,30,373.250035
-0.070761,27,373.301203
1.806848,14,373.325249
2.588463,30,373.377199
0.772598,25,373.41713
-0.477738,30,373.471654
3.257309,30,373.526144
0.993036,11,373.5449
-3.444421,27,373.588017
2.741167,18,373.623696
-2.884365,30,373.670621
1.361308,20,373.701955
-1.681282,22,373.745253
3.586784,30,373.821825
2.080926,30,373.899351
0.860568,30,373.97472
2.238991,26,374.040626
2.954244,27,374.107145
2.709847,19,374.1448
2.749491,26,374.194375
0.408797,18,374.224704
1.252229,23,374.269405
3.035843,30,374.324528
0.258436,30,374.375012
0.845303,30,374.426833
3.765383,19,374.461062
1.438684,17,374.49116
2.5636,28,374.539163
-1.475063,30,374.591258
0.929713,30,374.647705
-1.391366,30,374.699385
3.227437,17,374.727467
0.536465,30,374.786271
3.353752,25,374.878537
3.352056,30,374.954125
0.798203,16,374.993099
2.808445,23,375.050813
1.809663,30,375.137931
0.34012,23,375.189582
1.959409,30,375.24739
2.494086,30,375.305715
1.081446,29,375.355924
1.167232,18,375.386494
3.201591,30,375.442374
-0.360943,22,375.478023
1.204267,24,375.525995
1.775976,19,375.559141
-0.279878,30,375.610363
0.327012,15,375.633101
-0.553834,28,375.681963
3.807757,20,375.724682
2.252353,30,375.813354
2.156684,30,375.89069
2.903776,30,375.965913
1.182274,29,376.038319
0.672785,21,376.094585
1.367103,30,376.166012
1.576591,23,376.214457
0.852849,26,376.262523
3.325049,28,376.310699
1.114007,14,376.337493
-1.985295,30,376.39111
-3.919637,30,376.441457
1.54406,16,376.468081
2.329319,30,376.518406
-2.684277,30,376.57402
2.686844,30,376.623969
0.942495,23,376.662622
1.983883,30,376.70988
2.789575,24,376.751169
2.08765,11,376.771705
2.199564,16,376.797052
2.453133,22,376.834782
2.881801,30,376.884642
0.853236,11,376.903723
0.474735,30,376.951673
2.247729,15,376.976655
0.127798,24,377.019898
-2.884673,30,377.070614
2.566174,18,377.099382
-0.586938,19,377.129569
0.958407,23,377.169958
-2.187634,30,377.21604
-1.099756,25,377.256114
2.074367,24,377.296457
0.387084,28,377.343811
-0.386867,30,377.39256
-0.57856,21,377.42596
3.032309,28,377.46965
-5.025867,28,377.515718
0.095992,16,377.54243
-3.323626,27,377.58573
0.031649,29,377.630915
3.528386,18,377.665549
0.082345,30,377.713355
2.541529,22,377.754123
3.829997,28,377.820398
2.652555,24,377.880513
2.000136,30,377.954538
-0.728455,15,377.986738
3.371569,30,378.039853
3.147859,26,378.089831
1.941769,21,378.126052
-0.489179,20,378.156058
1.011383,25,378.198264
0.135935,22,378.239816
0.244977,17,378.268783
3.145958,17,378.297315
0.625371,17,378.326956
1.694988,20,378.362681
-1.615114,20,378.39506
-1.676933,10,378.41177
-0.814326,30,378.463005
3.385576,21,378.500881
2.242965,30,378.549974
-2.845695,30,378.599047
1.278548,17,378.627766
2.222752,30,378.681964
1.93653,30,378.731018
-0.170587,23,378.771654
2.720752,14,378.793264
0.09719,28,378.842891
-5.87615,27,378.885687
0.900832,24,378.922653
1.424331,30,378.97516
-0.582888,13,378.997104
2.77971,19,379.028802
-10.075905,30,379.074663
3.056198,30,379.123961
1.687749,18,379.152875
3.443394,30,379.205274
0.903318,28,379.249974
0.884986,24,379.289865
0.449975,15,379.312795
3.058938,30,379.366358
3.428455,30,379.414288
3.102348,21,379.450536
1.649251,30,379.5003
-0.210542,30,379.549694
3.012234,28,379.597664
-0.299052,30,379.645358
3.865396,29,379.695526
-0.625672,8,379.708461
-0.731091,30,379.759338
0.809527,15,379.784643
0.650812,19,379.815491
1.627365,20,379.850273
-1.891504,16,379.875617
3.673194,20,379.907665
0.235491,25,379.950832
2.950545,21,379.986617
3.063621,23,380.024509
0.937378,25,380.063495
1.668261,22,380.099555
-1.556513,30,380.149593
-1.176302,30,380.197448
4.186814,30,380.248466
2.430374,14,380.273468
3.468633,20,380.308619
1.160443,30,380.3599
-1.661344,30,380.404628
2.292387,20,380.439562
-2.043545,24,380.477931
-2.269355,20,380.51049
0.376779,20,380.544387
-0.28019,25,380.590105
2.250105,19,380.621247
2.241221,30,380.669836
1.67202,30,380.718587
0.270402,30,380.774609
-1.433732,30,380.820513
2.593583,30,380.869916
3.624946,27,380.915213
-1.804149,19,380.946351
0.100194,30,380.995687
1.470904,23,381.0348
1.528115,30,381.082672
2.944284,19,381.116955
3.078891,19,381.149439
-3.735584,30,381.195193
-0.916396,18,381.225133
1.271109,30,381.274968
2.302505,17,381.302748
1.791662,20,381.33675
1.332059,16,381.363779
2.938724,21,381.402296
2.878529,22,381.438492
-1.495935,28,381.482814
2.140059,26,381.527729
1.032062,17,381.559172
-1.879101,19,381.606771
4.03536,26,381.672638
3.616647,23,381.746789
3.25738,30,381.83619
0.961569,18,381.883164
2.159418,30,381.957477
2.752305,20,381.998042
3.404811,22,382.042225
-1.905347,30,382.090303
-0.767221,30,382.13796
3.237073,30,382.18657
1.653242,24,382.227417
2.151447,12,382.248347
1.551175,30,382.298812
-0.535093,15,382.326189
3.154971,30,382.377183
4.116816,20,382.411427
-3.439675,30,382.467154
2.631121,19,382.499358
0.289575,21,382.537825
2.899408,14,382.566995
1.925926,30,382.643711
1.253744,30,382.713098
2.860861,16,382.755332
2.456789,30,382.835735
0.466016,18,382.883278
2.758821,25,382.945725
-0.883367,30,383.006765
-4.821252,14,383.029342
2.087594,30,383.081089
0.911094,20,383.112667
0.023579,30,383.162852
2.87625,30,383.211219
1.838222,30,383.258617
2.866195,23,383.297505
3.209009,30,383.351008
-3.83309,30,383.398401
2.414343,15,383.423143
0.817163,30,383.46774
2.971531,20,383.502166
1.810158,30,383.552771
3.227145,30,383.599528
-0.757494,19,383.631239
1.550059,30,383.686537
1.678403,10,383.702348
-1.275979,14,383.727242
1.133165,30,383.776093
1.961162,27,383.823029
-3.571251,30,383.869572
3.290024,24,383.908174
2.124267,30,383.960674
0.422512,24,384.002711
3.775722,26,384.044572
0.084828,27,384.090001
1.652487,30,384.139264
0.29763,30,384.189614
1.909522,30,384.241654
2.164648,29,384.28808
2.285886,30,384.336343
3.787695,19,384.370411
-0.202363,8,384.383626
1.371284,14,384.40916
-1.827011,24,384.44648
2.311114,21,384.481788
-0.755013,30,384.528868
-1.457295,19,384.566524
3.193705,24,384.624989
0.644932,30,384.707382
2.563924,21,384.756044
0.191797,14,384.781384
3.753209,26,384.82847
2.303858,19,384.864801
-2.278865,21,384.899664
0.715645,21,384.931682
1.819843,30,384.98179
2.653237,25,385.041012
-1.895075,21,385.079722
3.924195,30,385.132716
0.596212,30,385.181028
-2.333748,25,385.223093
1.357763,26,385.266735
-1.976665,30,385.314887
2.016225,25,385.357226
-0.349488,12,385.378848
1.911845,30,385.426695
2.556845,30,385.47764
3.381471,30,385.525915
3.218716,26,385.572588
1.000679,22,385.605239
-0.46742,30,385.652588
2.303411,14,385.673156
-2.39236,27,385.719421
-1.590437,30,385.767658
1.191731,28,385.811115
-6.309618,30,385.858631
1.906048,13,385.882073
-4.685687,22,385.918944
2.757483,17,385.947123
-1.345592,30,385.994025
2.248404,30,386.04714
0.590018,30,386.096752
-0.241264,23,386.131863
3.985009,28,386.176324
3.054701,30,386.228671
1.008646,30,386.2769
-4.020989,30,386.328591
4.152982,22,386.36523
2.258519,17,386.393256
1.452304,28,386.441293
1.370258,17,386.471019
-1.141369,30,386.516291
-4.131666,30,386.56898
3.02986,25,386.60944
-0.018115,30,386.655898
0.74765,30,386.70571
3.615915,25,386.749412
-1.471597,30,386.800127
2.561384,30,386.847418
2.819446,24,386.884942
3.084511,30,386.937689
1.534719,30,386.984455
0.986849,22,387.024522
-0.07209,30,387.070818
0.66558,30,387.124091
1.232382,30,387.172889
2.352034,30,387.221724
3.044374,30,387.269459
2.027369,30,387.320139
1.138848,21,387.353975
2.863976,30,387.405418
0.972284,26,387.448286
1.077763,26,387.491436
-1.687154,30,387.540881
-0.346346,24,387.579605
1.189944,30,387.62751
3.337639,30,387.678438
-0.121982,22,387.712785
3.335652,22,387.754372
-0.072399,29,387.80289
-1.046554,24,387.844718
1.349109,30,387.895231
4.089329,27,387.936563
3.350101,30,387.987349
4.183328,21,388.023243
0.926474,17,388.050202
0.47348,20,388.082709
3.039833,30,388.12991
-1.210885,15,388.155954
2.250288,30,388.203503
1.951048,18,388.233798
1.803994,30,388.283541
-0.391229,14,388.308505
2.773352,23,388.348782
3.084631,17,388.378832
1.566082,30,388.425396
1.570407,18,388.458252
1.08962,30,388.503658
2.715709,26,388.545962
-0.280563,15,388.569339
1.494938,26,388.61497
2.09269,25,388.657902
0.619768,30,388.707071
-3.100072,30,388.753035
-0.406582,30,388.805655
-0.868105,16,388.830801
-3.905329,30,388.875731
-0.022567,16,388.902093
-1.550517,30,388.952305
1.196747,30,389.002311
-0.638073,30,389.051067
3.575765,30,389.0982
1.45318,9,389.113124
-4.780054,30,389.163527
1.863423,30,389.211838
-0.226228,24,389.252605
2.163109,11,389.273678
0.9909,24,389.312804
0.557777,15,389.33912
0.180087,24,389.378815
-1.346073,30,389.42998
0.778214,25,389.472955
3.276581,30,389.521566
1.603783,16,389.547885
-0.641943,22,389.587662
-2.474158,26,389.627799
0.817617,18,389.656651
3.784269,25,389.696087
0.689217,18,389.727943
0.285164,30,389.777266
-1.663418,26,389.817504
3.968695,21,389.853592
-3.50102,30,389.901
2.91355,20,389.934205
2.966668,22,389.969666
2.749818,15,389.992707
3.777165,28,390.043595
-1.781069,30,390.095051
-2.869003,24,390.133501
3.066169,30,390.180069
0.561061,15,390.207885
3.845349,28,390.255884
1.308079,17,390.282934
-1.276601,24,390.321361
3.563936,24,390.362736
0.687473,24,390.403852
-5.698326,18,390.434511
-0.150337,30,390.482374
4.199426,24,390.52453
-1.449123,19,390.555504
1.59299,10,390.574792
2.052095,27,390.615793
4.092019,28,390.665105
0.92335,21,390.701487
0.123994,30,390.749082
3.211025,30,390.797885
-1.176509,30,390.849563
2.99258,30,390.899553
2.05271,30,390.94521
0.910137,20,390.977954
1.049225,19,391.012514
2.650453,30,391.059767
-1.506047,13,391.081465
-1.598263,22,391.115116
0.694521,30,391.164462
3.546934,30,391.215635
2.746194,23,391.252004
1.839245,30,391.298941
1.230176,30,391.351076
3.695577,25,391.390776
-2.144555,15,391.416629
0.445439,12,391.436118
0.931153,28,391.486784
3.047136,19,391.522485
2.232167,30,391.5728
-0.636178,20,391.605133
-0.261574,25,391.651804
1.404938,16,391.677994
1.877856,28,391.724994
0.068237,26,391.768643
0.411845,24,391.809068
-1.313007,30,391.858624
0.543105,13,391.882851
-0.237525,21,391.915514
0.699127,30,391.965485
2.660971,19,391.998037
1.035053,20,392.031961
3.989925,16,392.060615
1.499336,30,392.11491
0.224237,21,392.14906
-2.346604,30,392.198222
3.010769,29,392.248187
2.149459,30,392.300007
3.29403,30,392.350299
1.226269,14,392.372964
4.339858,30,392.42477
0.076672,18,392.455304
4.119848,29,392.505738
1.015535,30,392.558733
2.495158,30,392.609192
-3.860726,27,392.657685
2.021748,30,392.708045
-0.747173,20,392.742169
-1.595583,30,392.79191
3.035837,30,392.849212
0.189797,28,392.897241
2.352029,16,392.926469
3.025494,13,392.947605
0.568776,30,392.993167
3.717098,25,393.035636
1.234068,15,393.058738
0.90567,30,393.10884
0.804941,30,393.160088
-3.095183,17,393.190601
1.800681,30,393.237832
-0.370686,30,393.289789
0.778941,19,393.32077
0.17417,9,393.339235
-0.382082,30,393.387284
2.160545,27,393.432693
2.68846,30,393.483335
-3.959303,30,393.535965
-1.630572,30,393.583086
0.23783,30,393.633421
-1.169297,26,393.678228
4.013389,14,393.704664
0.568754,30,393.751108
2.848041,25,393.793972
-4.564588,27,393.839269
1.762417,26,393.881917
-1.243755,20,393.913535
0.122885,23,393.952145
1.586195,18,393.98561
1.401403,30,394.038281
2.517581,27,394.081852
2.10281,21,394.118068
1.32097,30,394.168597
0.781805,23,394.208379
-2.471162,30,394.256992
1.817376,30,394.307271
3.019783,22,394.344493
0.973305,24,394.386424
0.740066,30,394.437429
1.841121,20,394.470283
2.882938,30,394.522234
-0.767517,30,394.572045
-2.366542,20,394.613131
1.385156,30,394.681031
0.770849,18,394.71552
1.980764,17,394.745764
2.955448,21,394.78169
1.059563,21,394.817848
-0.503762,19,394.848621
-0.483105,12,394.867618
-1.103158,29,394.916072
2.287778,14,394.938449
2.603125,23,394.978348
-0.687487,18,395.006615
0.64229,24,395.042776
3.670845,22,395.077163
1.886203,16,395.103955
1.299859,26,395.146019
-1.046054,30,395.194415
2.71951,30,395.242089
2.944426,26,395.294506
2.038427,22,395.331179
-1.171736,15,395.356279
-3.355158,15,395.383168
-0.842885,25,395.425701
3.190229,30,395.476113
4.106289,25,395.516344
1.28793,30,395.566579
2.992195,26,395.614769
2.636646,15,395.640648
1.980904,16,395.667308
-0.73433,30,395.716109
3.569528,23,395.756489
1.965408,29,395.803321
2.951781,19,395.836694
1.516968,22,395.87287
3.051846,19,395.907778
0.922912,19,395.941128
-0.90644,30,395.988415
-1.608793,29,396.036965
-2.236035,24,396.078286
3.357093,30,396.129
2.787165,28,396.177541
1.459646,25,396.217519
3.54218,22,396.259406
1.28188,30,396.308334
1.638607,26,396.351607
1.505482,26,396.393606
-0.764665,16,396.421316
2.165715,15,396.448061
1.042143,19,396.480475
-0.989072,13,396.501933
3.361789,26,396.548289
-1.017811,22,396.583573
1.843395,14,396.608485
0.017362,19,396.63729
-1.253912,16,396.665377
-0.712971,30,396.719575
0.936338,30,396.767776
-2.077503,30,396.818941
4.139629,20,396.855227
-0.426605,21,396.890895
2.080794,30,396.942784
2.227025,22,396.98009
3.122939,30,397.033771
3.447675,18,397.064892
-0.568217,15,397.091661
1.516266,17,397.118504
0.694317,30,397.173078
-0.269652,20,397.208304
-0.051578,30,397.255818
0.50386,30,397.305599
-6.612515,25,397.348073
1.722884,22,397.383974
1.787063,14,397.410589
4.191958,21,397.44488
-0.005306,15,397.471377
-5.741905,30,397.519554
0.037426,30,397.57089
-0.215179,22,397.605254
-3.745023,30,397.658086
-1.196753,27,397.702607
0.333459,14,397.725586
1.620441,18,397.758837
-0.560572,30,397.812236
-1.348497,26,397.855045
2.702064,30,397.903024
3.958101,23,397.940235
4.110697,28,397.988807
-5.132101,22,398.022519
-2.937448,15,398.047023
1.188814,30,398.095095
-0.176085,17,398.124295
-1.041597,18,398.151358
0.731499,19,398.183181
2.139404,30,398.229987
2.629544,30,398.280661
2.281162,30,398.330639
2.462281,20,398.364062
3.497252,24,398.405091
4.313121,26,398.452941
4.369885,19,398.488388
-1.525236,18,398.515805
3.944352,13,398.54059
-0.483374,22,398.579616
2.466756,19,398.611951
-0.201847,30,398.660037
2.137987,25,398.702979
-1.075027,30,398.755317
3.708928,28,398.80188
0.036331,30,398.853974
-3.867183,30,398.8995
3.553213,22,398.942173
1.434843,23,398.979891
3.08823,30,399.029671
4.077907,24,399.068379
-1.047874,15,399.099603
0.006749,17,399.129561
1.568741,22,399.164385
1.461447,26,399.210187
-1.386292,30,399.262391
-1.768814,23,399.302032
1.295312,30,399.351225
2.16571,18,399.380884
3.549452,27,399.428588
4.065477,22,399.464553
2.715647,19,399.497915
