episode,reward,length
3634,0.416348,30
3635,-5.512027,22
3636,-2.133188,30
3637,2.266948,18
3638,1.777938,18
3639,2.057072,24
3640,2.871027,20
3641,-2.829667,30
3642,-0.666876,30
3643,-2.4919,17
3644,-2.747475,25
3645,-2.138401,30
3646,1.619336,24
3647,-1.238368,27
3648,2.094272,30
3649,1.677306,23
3650,1.889239,30
3651,-0.413347,29
3652,-2.250205,30
3653,-1.784832,15
3654,0.458954,27
3655,-0.943386,30
3656,0.692707,19
3657,-6.265802,27
3658,-0.701089,28
3659,-0.198901,30
3660,0.874086,22
3661,-5.464309,27
3662,-0.472749,22
3663,1.063774,27
3664,1.576193,22
3665,0.496199,30
3666,-13.545912,30
3667,-0.790223,30
3668,-3.36517,30
3669,2.736814,21
3670,-1.288799,27
3671,0.460649,17
3672,2.67161,30
3673,-0.071569,21
3674,-6.377995,16
3675,-1.144712,22
3676,-1.442565,25
3677,2.573837,30
3678,0.902144,13
3679,-0.510427,30
3680,-2.529724,30
3681,-1.837427,30
3682,1.556948,30
3683,-0.3017,30
3684,-4.189413,30
3685,3.005639,30
3686,0.595987,30
3687,0.616196,26
3688,-8.355877,30
3689,-1.980816,25
3690,-4.388915,29
3691,2.72023,18
3692,-2.34299,21
3693,-1.677057,30
3694,-1.805552,30
3695,-6.172561,30
3696,3.029345,30
3697,-2.617425,30
3698,0.392328,30
3699,3.287852,30
3700,-1.70436,30
3701,2.957617,30
3702,0.926414,20
3703,-1.534391,30
3704,-0.786075,21
3705,-2.228984,30
3706,-1.398683,17
3707,1.166948,30
3708,0.077628,21
3709,1.531843,29
3710,0.21384,25
3711,-6.116057,29
3712,-1.96898,26
3713,2.241367,20
3714,1.333096,25
3715,1.502904,30
3716,2.928785,30
3717,-0.616561,27
3718,-1.983196,30
3719,1.096973,15
3720,-2.487881,21
3721,1.238243,27
3722,-0.319645,29
3723,-2.856463,30
3724,1.37846,19
3725,-0.43061,30
3726,3.285076,27
3727,-0.739029,11
3728,2.067709,19
3729,0.204742,24
3730,-2.681631,30
3731,-2.23151,22
3732,-1.089999,18
3733,-9.86824,27
3734,-1.524274,18
3735,-8.177761,26
3736,-0.353883,26
3737,-8.171891,30
3738,0.796009,29
3739,2.073745,23
3740,-6.228761,30
3741,-0.438239,30
3742,-3.765419,21
3743,1.88313,10
3744,-3.77792,12
3745,2.831373,12
3746,-2.012539,15
3747,-1.015189,30
3748,3.122918,30
3749,-6.849585,29
3750,2.07426,16
3751,-2.861938,30
3752,-2.32365,20
3753,2.997624,21
3754,2.064441,18
3755,-0.060225,30
3756,-7.027738,29
3757,-0.464667,30
3758,-2.713565,30
3759,2.330599,30
3760,2.215756,17
3761,1.981068,19
3762,-0.153436,22
3763,0.883427,13
3764,-3.774632,25
3765,1.810818,30
3766,-8.489992,27
3767,-5.137068,24
3768,2.164846,30
3769,3.267941,15
3770,-0.439436,26
3771,1.871874,23
3772,2.437587,15
3773,0.446171,30
3774,-0.221985,30
3775,-0.760252,19
3776,-1.03724,12
3777,-1.731101,9
3778,2.719301,26
3779,0.125798,30
3780,-2.606201,21
3781,2.10331,30
3782,-1.176651,30
3783,1.577666,30
3784,0.994733,29
3785,-1.382385,30
3786,-5.149555,25
3787,-4.845908,25
3788,-2.152289,30
3789,3.037633,29
3790,-0.796633,26
3791,2.344393,29
3792,-3.628732,30
3793,1.737431,30
3794,0.590746,19
3795,2.428873,22
3796,1.55698,20
3797,-1.414149,27
3798,1.763503,23
3799,-5.608088,30
3800,-12.233633,30
3801,3.189432,29
3802,-3.935524,30
3803,-1.607001,22
3804,-2.640017,30
3805,-0.823773,12
3806,-5.712424,13
3807,-0.573697,20
3808,-10.521851,24
3809,-3.009342,28
3810,-6.596888,30
3811,0.478688,20
3812,-0.901595,25
3813,-0.248901,30
3814,-0.166723,30
3815,2.732693,19
3816,-1.98858,30
3817,2.439319,28
3818,1.87421,17
3819,-4.577666,30
3820,0.279584,30
3821,-1.837499,27
3822,3.399673,25
3823,1.846117,26
3824,2.084519,30
3825,2.603604,15
3826,1.132833,23
3827,3.18429,30
3828,0.688912,20
3829,-0.835865,28
3830,-1.522489,30
3831,-6.349708,30
3832,-2.931388,19
3833,0.029203,30
3834,0.901678,30
3835,1.331987,28
3836,-2.524774,19
3837,1.943335,26
3838,-2.153536,30
3839,0.122636,30
3840,1.910396,26
3841,-3.416846,27
3842,-2.166463,16
3843,0.163803,30
3844,2.056843,30
3845,-2.605259,28
3846,3.032726,30
3847,-1.262341,29
3848,4.074908,23
3849,2.439668,30
3850,2.148293,27
3851,0.421539,20
3852,0.263458,21
3853,-7.790086,30
3854,1.05383,30
3855,1.900531,30
3856,-0.263636,24
3857,-3.430259,29
3858,0.66897,25
3859,-1.050282,22
3860,-0.937521,19
3861,-0.45411,30
3862,-3.633777,30
3863,1.537402,30
3864,2.318909,13
3865,-0.566184,24
3866,2.574948,18
3867,-2.465114,30
3868,0.614459,23
3869,2.730677,23
3870,4.006189,21
3871,2.101033,23
3872,1.916006,22
3873,-2.179328,30
3874,-3.776009,29
3875,0.988862,30
3876,-0.20263,30
3877,-2.536534,30
3878,2.220769,18
3879,2.639083,18
3880,1.624173,30
3881,-1.566724,22
3882,-0.630204,27
3883,-6.102648,30
3884,-4.047298,21
3885,0.047089,17
3886,0.180255,20
3887,1.651381,20
3888,2.829192,28
3889,-2.156123,25
3890,-3.270098,30
3891,-6.887051,27
3892,2.589532,26
3893,3.051372,30
3894,1.172864,14
3895,-5.724467,30
3896,0.257793,23
3897,3.510998,23
3898,3.089445,26
3899,1.035711,30
3900,1.27464,30
3901,0.233137,17
3902,0.616578,28
3903,0.865959,26
3904,-0.029786,30
3905,0.767836,30
3906,-13.38957,25
3907,-1.735076,30
3908,-5.867571,24
3909,-1.21331,20
3910,-1.309971,29
3911,2.829501,21
3912,2.075924,26
3913,0.426345,30
3914,1.374087,19
3915,-1.470208,26
3916,-6.175118,21
3917,0.262445,19
3918,-0.171106,30
3919,3.078641,30
3920,-0.455265,29
3921,-3.018464,28
3922,-5.253012,30
3923,-2.04946,30
3924,-0.274682,26
3925,-6.956597,27
3926,-0.320315,17
3927,2.051936,30
3928,0.044889,25
3929,-4.724419,18
3930,0.572718,21
3931,1.597947,30
3932,-3.482708,20
3933,1.27991,11
3934,-2.24129,22
3935,2.984546,29
3936,-5.059323,30
3937,-8.379461,20
3938,-6.592671,30
3939,1.6531,28
3940,-3.585769,19
3941,0.888012,16
3942,0.495191,21
3943,-6.951337,20
3944,-0.8599,30
3945,-1.981354,30
3946,-4.212597,30
3947,0.144452,19
3948,-0.703903,20
3949,4.222837,23
3950,-3.579928,28
3951,-1.054461,21
3952,-2.890618,30
3953,0.70842,28
3954,-3.404647,22
3955,-3.283357,24
3956,1.226274,13
3957,2.043553,25
3958,0.541727,19
3959,0.887096,19
3960,1.367288,30
3961,-0.438434,18
3962,-1.899086,20
3963,-6.141536,20
3964,-1.596577,26
3965,0.186835,25
3966,-2.703103,30
3967,-1.330504,30
3968,-4.080982,30
3969,-4.062979,29
3970,-0.079809,30
3971,1.117981,30
3972,-4.004821,30
3973,-1.87798,14
3974,-4.775582,28
3975,2.881118,26
3976,0.089001,20
3977,-0.216655,30
3978,-5.198979,16
3979,3.706084,26
3980,-1.190849,30
3981,2.553657,20
3982,-0.360821,16
3983,-4.324751,21
3984,-7.295758,28
3985,-8.156749,30
3986,1.956206,30
3987,-0.043397,30
3988,-2.944136,18
3989,1.553829,16
3990,0.591028,30
3991,3.464602,22
3992,0.345954,14
3993,0.207859,30
3994,-3.548754,30
3995,-2.511688,19
3996,1.330089,11
3997,2.024003,15
3998,1.231436,22
3999,-10.338213,30
4000,1.479979,29
4001,-11.786146,30
4002,2.366314,14
4003,3.639442,26
4004,0.906144,30
4005,-0.866033,30
4006,0.580469,27
4007,-1.065341,30
4008,-0.95738,11
4009,-3.142373,16
4010,3.349199,24
4011,1.419804,12
4012,-6.25285,27
4013,1.706647,25
4014,-2.456266,27
4015,2.920767,23
4016,-1.227873,23
4017,-0.271235,30
4018,0.283975,30
4019,-1.604692,24
4020,-2.311745,25
4021,-3.09181,24
4022,-1.251624,20
4023,2.650684,22
4024,-1.191585,19
4025,0.33527,28
4026,0.147583,30
4027,1.059944,25
4028,-1.210706,20
4029,-2.057482,13
4030,1.69125,30
4031,-1.184115,20
4032,2.188775,15
4033,-1.660363,30
4034,0.0692,28
4035,-3.722088,30
4036,3.142009,30
4037,2.505184,22
4038,-4.604663,25
4039,2.86727,24
4040,-1.401705,22
4041,-4.432544,16
4042,3.39627,21
4043,-7.188411,26
4044,1.862419,30
4045,1.837719,15
4046,1.886121,23
4047,-9.421389,26
4048,-1.232802,30
4049,-10.573031,30
4050,-3.085217,29
4051,-9.296625,30
4052,0.950439,21
4053,0.739586,23
4054,1.716841,30
4055,-2.623647,30
4056,0.232708,25
4057,-1.606221,30
4058,-3.415212,17
4059,-0.911101,12
4060,-5.084265,22
4061,-0.848556,30
4062,1.314191,21
4063,2.236574,24
4064,1.958958,15
4065,1.868579,24
4066,2.021446,30
4067,-7.352786,30
4068,0.657865,19
4069,3.673846,18
4070,-2.631332,30
4071,0.572394,15
4072,0.86409,19
4073,2.11955,30
4074,1.836858,22
4075,-0.966212,13
4076,-1.291641,27
4077,-1.521324,18
4078,1.708516,30
4079,2.132779,18
4080,-8.009825,23
4081,-2.69791,26
4082,0.053972,21
4083,-0.778559,17
4084,-1.886033,21
4085,-0.893863,30
4086,-0.072354,18
4087,3.162077,30
4088,2.951595,17
4089,1.295693,21
4090,-3.284217,26
4091,-0.495469,15
4092,1.989167,23
4093,2.771768,23
4094,-2.025847,15
4095,-3.381106,22
4096,-8.107925,25
4097,-2.848071,27
4098,3.128911,30
4099,-2.234159,30
4100,-2.561319,30
4101,-1.212654,30
4102,-2.134452,30
4103,0.277295,28
4104,2.389111,30
4105,-3.793445,30
4106,-4.915404,30
4107,3.267912,18
4108,0.461569,21
4109,2.28126,17
4110,-10.206271,30
4111,1.705473,22
4112,-0.28441,30
4113,1.645677,22
4114,2.730678,28
4115,-3.66721,19
4116,-3.05346,30
4117,0.979966,30
4118,-7.100198,23
4119,0.95481,30
4120,0.950551,17
4121,1.134979,22
4122,-5.363484,21
4123,-5.858473,25
4124,-1.338756,30
4125,0.870694,18
4126,2.982193,30
4127,-0.597633,28
4128,-5.559526,27
4129,-0.166213,25
4130,-0.12936,18
4131,2.585388,21
4132,2.282082,30
4133,0.837515,29
4134,-8.4465,30
4135,2.772002,23
4136,-1.304021,30
4137,0.348369,25
4138,1.297405,17
4139,-2.633452,30
4140,-0.322564,30
4141,-0.654672,27
4142,-0.292397,11
4143,-1.037063,17
4144,-0.160694,18
4145,0.050242,30
4146,1.048681,28
4147,2.848054,24
4148,-4.712493,16
4149,1.481163,16
4150,0.105347,16
4151,0.79158,23
4152,-2.045815,30
4153,2.296789,25
4154,2.947852,30
4155,2.817849,30
4156,-0.95866,18
4157,-1.303091,29
4158,-0.151312,25
4159,-0.463828,23
4160,-3.446935,28
4161,-6.288564,29
4162,-6.12332,29
4163,-1.028969,10
4164,2.631044,21
4165,1.335366,20
4166,-3.024222,21
4167,-0.874906,24
4168,0.299158,13
4169,1.135765,30
4170,-6.124017,30
4171,-2.305174,30
4172,-1.021356,15
4173,1.185291,30
4174,1.661001,30
4175,1.209115,30
4176,-1.015878,24
4177,-3.208616,14
4178,-1.314944,25
4179,0.541977,24
4180,0.228679,19
4181,2.686302,25
4182,-0.935078,20
4183,-7.702755,24
4184,-4.663617,15
4185,0.228578,23
4186,-0.064727,18
4187,-7.102982,30
4188,-4.136936,29
4189,-5.256598,17
4190,-0.323599,13
4191,-0.205698,22
4192,-0.408685,20
4193,2.034763,30
4194,1.769656,27
4195,-2.694057,29
4196,0.985271,12
4197,-8.466784,29
4198,-0.715589,12
4199,2.008329,26
4200,1.484096,30
4201,2.377534,15
4202,-1.358417,30
4203,-2.561898,21
4204,2.380255,27
4205,-1.035026,18
4206,-7.348036,30
4207,-2.338237,15
4208,2.496059,29
4209,-4.53847,20
4210,-5.643118,19
4211,2.586274,17
4212,-1.528398,30
4213,0.796686,30
4214,-7.639495,30
4215,-2.323314,30
4216,-1.925761,30
4217,-0.847802,29
4218,-1.030843,25
4219,2.651376,30
4220,0.074974,30
4221,-8.801431,30
4222,0.296837,30
4223,-6.551506,24
4224,-1.208183,12
4225,-2.844021,22
4226,0.75566,12
4227,-2.47803,30
4228,0.825204,30
4229,2.550632,15
4230,2.467764,23
4231,0.097037,22
4232,-0.418645,30
4233,2.828375,30
4234,-2.209288,27
4235,0.929429,21
4236,-1.19714,30
4237,0.853843,23
4238,-4.242926,20
4239,1.991834,24
4240,-3.55116,29
4241,0.758445,28
4242,-3.392793,30
4243,-1.213706,30
4244,0.43294,20
4245,-2.005091,22
4246,-0.14372,30
4247,-0.619544,30
4248,0.045752,25
4249,-1.243581,13
4250,0.704013,30
4251,2.880563,30
4252,-2.390775,20
4253,1.293306,17
4254,2.515208,18
4255,0.190273,17
4256,-0.112111,21
4257,2.023414,24
4258,-2.622252,30
4259,1.894707,30
4260,1.208194,14
4261,0.638012,30
4262,0.411844,30
4263,1.04012,26
4264,-1.477105,30
4265,-0.154172,29
4266,-1.140576,30
4267,2.932247,25
4268,1.165768,30
4269,1.267621,30
4270,-1.387191,30
4271,-2.857061,16
4272,-0.252489,24
4273,-0.952654,30
4274,0.453352,10
4275,4.103018,19
4276,-3.608505,22
4277,-3.014597,22
4278,0.819475,30
4279,1.667453,30
4280,2.650138,30
4281,0.06905,16
4282,3.64023,25
4283,1.856235,24
4284,0.130158,30
4285,-0.197618,30
4286,0.702718,16
4287,-2.780978,19
4288,-1.515801,27
4289,2.463359,30
4290,1.297317,21
4291,0.387665,19
4292,0.914821,27
4293,-2.420176,30
4294,2.240353,26
4295,-4.20947,24
4296,1.243534,30
4297,-3.596937,29
4298,-6.366491,29
4299,-0.149899,30
4300,0.844761,30
4301,-1.521945,30
4302,-15.126413,27
4303,0.886505,30
4304,0.487656,30
4305,1.755165,23
4306,2.597133,30
4307,-0.826005,30
4308,2.585656,25
4309,-0.81872,22
4310,-2.495828,11
4311,1.518605,17
4312,-1.312472,17
4313,-1.666502,25
4314,-4.438793,30
4315,0.584181,28
4316,-3.643572,21
4317,-0.722698,29
4318,-2.304345,30
4319,-3.073821,28
4320,2.829787,25
4321,0.528529,20
4322,-0.778016,20
4323,-1.145622,22
4324,-0.604619,20
4325,-0.34676,27
4326,-2.408673,30
4327,-2.007899,17
4328,-2.006044,30
4329,-0.138982,30
4330,-0.253181,30
4331,2.845731,30
4332,-0.25796,18
4333,-0.171549,30
4334,1.622068,9
4335,1.063503,18
4336,-2.173329,22
4337,-1.350299,30
4338,-0.230582,11
4339,0.696989,30
4340,-6.936489,30
4341,1.375782,24
4342,4.0516,22
4343,-0.673989,29
4344,1.88985,21
4345,0.684607,28
4346,3.069075,28
4347,-0.809844,24
4348,0.317875,30
4349,3.652686,17
4350,-0.257522,27
4351,1.393735,17
4352,1.008477,21
4353,1.37997,27
4354,1.118274,26
4355,1.015521,30
4356,2.236802,12
4357,0.783871,29
4358,-0.449583,20
4359,1.591127,30
4360,0.942822,24
4361,-1.277074,27
4362,2.06875,30
4363,0.235474,30
4364,2.271324,30
4365,1.496967,30
4366,2.804785,25
4367,-1.493134,30
4368,2.075623,30
4369,-3.14466,26
4370,-0.126639,20
4371,0.192799,14
4372,3.509056,27
4373,-4.193199,17
4374,2.666922,21
4375,3.09285,20
4376,-0.784152,24
4377,-0.311822,28
4378,1.945093,30
4379,0.998572,15
4380,-1.069826,30
4381,2.622066,18
4382,-11.048008,30
4383,2.50451,17
4384,-3.82999,30
4385,-0.348089,23
4386,3.534864,22
4387,1.410497,17
4388,-5.00181,30
4389,-6.800398,30
4390,2.127969,23
4391,-0.287501,21
4392,1.597389,13
4393,0.450791,11
4394,2.789356,30
4395,1.588996,25
4396,0.160949,26
4397,-0.986274,30
4398,-0.070763,28
4399,1.010024,19
4400,2.885001,28
4401,-1.590116,20
4402,2.402216,30
4403,0.485419,21
4404,1.353273,24
4405,-3.242438,23
4406,0.308244,30
4407,-4.160746,27
4408,-1.607846,25
4409,-2.278672,26
4410,-3.575119,22
4411,1.832325,18
4412,2.812499,30
4413,2.595354,24
4414,0.220045,26
4415,-0.653649,15
4416,-4.606082,25
4417,-3.330851,18
4418,1.780408,20
4419,2.870692,17
4420,-1.452198,30
4421,-0.295678,30
4422,-0.43742,19
4423,0.377815,29
4424,2.494077,22
4425,-0.263386,30
4426,-1.481341,30
4427,-3.0305,17
4428,1.618433,22
4429,-0.218083,23
4430,-1.204182,20
4431,-1.661573,18
4432,-0.574641,21
4433,1.107811,27
4434,2.366373,30
4435,-2.344356,30
4436,3.294673,28
4437,1.324554,21
4438,-1.622932,17
4439,1.550079,30
4440,-2.626231,26
4441,-1.390927,30
4442,-7.28037,30
4443,2.959023,15
4444,1.910304,20
4445,-3.661683,22
4446,0.828867,27
4447,-0.501785,22
4448,-2.669344,24
4449,-0.400429,20
4450,-0.221901,30
4451,1.581094,27
4452,3.109122,30
4453,2.815822,26
4454,2.467048,30
4455,-1.343052,14
4456,-2.130547,30
4457,0.726401,20
4458,2.732748,30
4459,0.250059,23
4460,0.211255,23
4461,-2.175161,30
4462,-1.671536,30
4463,-6.613395,30
4464,-1.011312,25
4465,-3.299159,29
4466,-1.304192,15
4467,2.683298,26
4468,2.676408,30
4469,3.182147,30
4470,-1.214219,8
4471,1.024938,20
4472,-1.118991,27
4473,-1.30314,30
4474,-0.648826,27
4475,-5.244819,28
4476,-1.411838,20
4477,1.201689,23
4478,-0.064956,30
4479,-6.724302,30
4480,4.148458,24
4481,2.251986,10
4482,-7.572577,30
4483,-4.310574,30
4484,1.254058,17
4485,0.167229,29
4486,-0.381679,12
4487,1.448255,30
4488,-7.97621,30
4489,1.093356,27
4490,1.148422,30
4491,-4.350792,27
4492,-2.182242,30
4493,0.775629,18
4494,-1.843222,25
4495,-4.190052,22
4496,3.529712,24
4497,-3.13408,30
4498,-0.230648,30
4499,-1.646919,17
4500,0.564732,22
4501,-2.116223,30
4502,-1.582972,15
4503,-1.362817,17
4504,3.121717,23
4505,0.774345,24
4506,-2.404855,24
4507,0.752548,25
4508,-0.576367,30
4509,2.176661,14
4510,-0.261786,21
4511,-0.842279,25
4512,-1.477742,23
4513,-2.451464,23
4514,-4.787109,30
4515,-13.719441,30
4516,-12.622812,30
4517,-2.750453,28
4518,-1.11539,18
4519,-0.460225,30
4520,1.835818,30
4521,-0.716898,30
4522,1.569553,19
4523,-0.847524,29
4524,0.409005,24
4525,-6.124787,30
4526,0.953077,17
4527,-2.378221,28
4528,1.598219,30
4529,-0.559124,30
4530,-2.108461,30
4531,1.054893,24
4532,2.715178,20
4533,-2.330826,21
4534,2.179189,16
4535,-0.959268,19
4536,-2.773822,25
4537,0.970626,30
4538,3.268451,25
4539,4.159457,27
4540,2.571499,18
4541,-0.039216,30
4542,2.725445,17
4543,1.973544,30
4544,-0.002832,15
4545,0.991645,22
4546,3.713968,24
4547,-0.076432,30
4548,-3.036214,28
4549,-0.199536,22
4550,-5.374064,30
4551,-3.861042,27
4552,-0.3267,19
4553,0.235177,22
4554,3.546746,19
4555,-0.969681,17
4556,-4.557581,30
4557,1.067456,21
4558,1.696807,11
4559,0.96509,30
4560,1.844634,30
4561,0.633351,30
4562,0.877004,30
4563,0.020957,30
4564,2.88112,17
4565,-2.634232,30
4566,-6.982771,30
4567,-2.711727,30
4568,-0.811998,30
4569,-0.364541,30
4570,2.439237,13
4571,1.886992,16
4572,-2.309406,28
4573,0.09955,17
4574,-3.204284,17
4575,-1.248613,20
4576,0.225107,30
4577,0.985929,30
4578,-2.482982,30
4579,1.017376,17
4580,-4.435008,30
4581,1.602069,18
4582,-0.563527,19
4583,2.166917,30
4584,1.812592,27
4585,0.642478,30
4586,-1.839166,28
4587,-2.545826,30
4588,-0.566526,26
4589,3.051995,30
4590,2.919005,24
4591,0.67101,16
4592,-0.71512,30
4593,1.482143,30
4594,-1.792151,22
4595,-2.204158,30
4596,3.771318,25
4597,2.783031,30
4598,-1.198517,20
4599,-0.443994,27
4600,0.605304,30
4601,-1.14976,18
4602,0.550554,30
4603,-0.100822,22
4604,1.085466,30
4605,2.319536,23
4606,2.88074,28
4607,-4.566866,24
4608,1.522112,27
4609,-3.481466,26
4610,-1.022293,18
4611,-1.110589,23
4612,-4.483604,27
4613,-0.476554,21
4614,-1.043303,14
4615,3.098173,18
4616,1.142881,24
4617,0.298361,12
4618,1.988007,19
4619,-0.204198,28
4620,2.324659,14
4621,-0.524234,13
4622,-0.957623,30
4623,-0.467234,20
4624,3.762564,26
4625,-2.849911,26
4626,1.246544,30
4627,-0.729068,12
4628,-1.072682,30
4629,-0.37702,30
4630,3.409264,26
4631,1.646617,15
4632,-4.312177,30
4633,3.028216,30
4634,-3.363239,30
4635,2.211273,30
4636,2.000916,19
4637,1.008615,20
4638,2.857037,30
4639,-12.727556,28
4640,-0.919076,30
4641,-0.349664,30
4642,1.541404,16
4643,-3.583609,16
4644,-2.068529,30
4645,1.783675,14
4646,-1.695529,30
4647,-2.954422,25
4648,-3.400981,29
4649,1.532853,30
4650,-0.086689,30
4651,-2.627489,25
4652,0.145036,16
4653,-4.523848,30
4654,-3.679913,30
4655,-0.299713,20
4656,0.443002,26
4657,0.14803,30
4658,1.864916,30
4659,3.036281,30
4660,1.314419,11
4661,0.005739,26
4662,0.76417,29
4663,-0.050329,30
4664,2.508417,25
4665,4.046567,29
4666,-5.201519,30
4667,0.353228,30
4668,3.851318,22
4669,2.00739,14
4670,-0.681829,19
4671,3.263306,30
4672,3.05099,17
4673,-2.424583,30
4674,0.412191,18
4675,1.417383,30
4676,0.288426,13
4677,3.640634,26
4678,-0.182253,9
4679,0.504963,15
4680,3.271374,17
4681,0.751086,28
4682,-2.236823,30
4683,-4.95278,25
4684,3.099987,27
4685,2.920323,29
4686,-1.045606,30
4687,1.669035,18
4688,0.89099,30
4689,3.204397,23
4690,2.675967,11
4691,3.051157,30
4692,-1.91115,19
4693,-2.649471,24
4694,-1.629575,30
4695,1.39626,30
4696,-3.587724,30
4697,0.201469,27
4698,0.147571,26
4699,-8.649008,30
4700,-0.674008,13
4701,1.082175,26
4702,0.481296,26
4703,1.659595,30
4704,0.842115,30
4705,2.975255,22
4706,-1.663547,30
4707,2.300722,23
4708,-1.786703,28
4709,2.515164,24
4710,0.387621,16
4711,3.217536,14
4712,1.701789,24
4713,0.004525,30
4714,-3.260701,23
4715,1.054997,30
4716,3.772355,19
4717,2.780872,26
4718,1.634676,30
4719,-2.013941,27
4720,1.586183,21
4721,1.036566,19
4722,1.853351,16
4723,-2.266577,25
4724,-0.731725,26
4725,-2.106079,29
4726,-0.256365,30
4727,2.732853,14
4728,0.729366,25
4729,3.045546,28
4730,0.933653,29
4731,-2.919945,30
4732,-0.258358,30
4733,-4.993564,30
4734,-1.325107,12
4735,4.089042,24
4736,-0.457601,25
4737,-6.117538,30
4738,2.457659,27
4739,-1.585685,22
4740,1.821261,10
4741,-1.226632,22
4742,-2.049981,23
4743,1.991467,20
4744,0.56045,23
4745,3.012195,30
4746,0.951308,26
4747,0.607874,30
4748,1.449484,27
4749,-1.667669,19
4750,-0.56643,30
4751,0.103453,23
4752,1.729439,17
4753,-0.137114,30
4754,-4.453225,24
4755,0.778186,30
4756,3.983917,30
4757,1.538797,26
4758,-2.208696,30
4759,2.354547,16
4760,-1.308045,25
4761,-0.968362,30
4762,1.99674,29
4763,-0.608233,30
4764,-5.572481,23
4765,-2.205631,22
4766,-2.333262,24
4767,2.941595,23
4768,2.138629,25
4769,-0.554776,24
4770,-0.688807,30
4771,-2.932769,30
4772,2.120036,26
4773,-2.815473,30
4774,0.231419,16
4775,1.879377,25
4776,-3.807931,18
4777,1.572174,23
4778,-0.901229,30
4779,-2.013332,30
4780,-2.212609,19
4781,-0.619057,16
4782,3.161761,25
4783,1.485645,30
4784,1.876313,30
4785,-0.251022,24
4786,-1.240366,15
4787,-0.981417,18
4788,0.503175,18
4789,1.427059,30
4790,-1.047871,21
4791,-2.326559,22
4792,0.99694,17
4793,-1.43557,13
4794,2.239581,23
4795,2.075684,30
4796,-1.038635,23
4797,0.2485,30
4798,2.274546,30
4799,2.580267,29
4800,-0.155535,30
4801,2.185687,24
4802,-1.207366,22
4803,1.753166,12
4804,2.228558,20
4805,0.405988,24
4806,1.258539,22
4807,0.852932,30
4808,2.351154,22
4809,-2.94701,30
4810,0.925926,30
4811,1.859795,22
4812,1.204068,16
4813,-0.251609,9
4814,-1.202648,15
4815,-0.316979,22
4816,1.399267,30
4817,-10.675947,30
4818,-1.554626,19
4819,0.961748,30
4820,1.918991,16
4821,2.433061,21
4822,1.551089,21
4823,-1.77628,25
4824,-5.584973,30
4825,1.952395,22
4826,0.691017,30
4827,-1.381816,17
4828,-1.633321,19
4829,2.008287,30
4830,-0.071623,18
4831,-1.554828,29
4832,0.858164,27
4833,-0.099981,30
4834,2.206246,18
4835,2.58765,28
4836,2.214821,30
4837,-1.94912,17
4838,-5.692833,30
4839,0.064035,30
4840,0.660358,14
4841,-0.54827,30
4842,0.364511,23
4843,1.922878,30
4844,-1.795387,27
4845,0.436379,30
4846,1.67377,30
4847,-2.668238,30
4848,-1.834716,20
4849,2.105367,23
4850,-3.862294,21
4851,2.08238,28
4852,1.055096,26
4853,1.370083,30
4854,1.271965,30
4855,-1.724718,30
4856,0.461203,14
4857,2.171617,29
4858,-0.184657,30
4859,0.470914,19
4860,-6.392616,21
4861,-0.055383,20
4862,-0.737349,23
4863,-2.302192,17
4864,1.962604,19
4865,2.121969,20
4866,2.442316,20
4867,-1.512749,23
4868,1.307709,30
4869,1.260326,21
4870,3.65933,30
4871,0.905487,18
4872,2.033749,28
4873,4.064747,19
4874,-5.26105,20
4875,-0.918573,15
4876,1.969677,19
4877,0.016018,21
4878,1.237256,19
4879,4.057358,26
4880,1.223436,22
4881,-7.468283,20
4882,-5.826411,22
4883,-4.409994,18
4884,0.350266,28
4885,2.528722,29
4886,1.625033,20
4887,-3.457261,30
4888,-3.550459,30
4889,-2.966618,30
4890,-0.419309,20
4891,-0.975008,24
4892,-3.059053,30
4893,1.807758,30
4894,2.160415,25
4895,-1.973246,11
4896,-0.021788,30
4897,0.949426,28
4898,-1.766335,29
4899,-1.635901,22
4900,-0.898207,25
4901,0.633181,29
4902,0.200796,9
4903,0.807972,21
4904,-2.303174,30
4905,0.149328,30
4906,-2.05868,23
4907,3.225586,30
4908,2.269027,23
4909,2.171171,10
4910,1.703336,17
4911,-0.031234,30
4912,1.468194,30
4913,-0.463985,15
4914,-0.502808,30
4915,3.430202,27
4916,0.751494,26
4917,-0.334515,13
4918,1.682827,18
4919,2.105187,30
4920,-5.867334,30
4921,-0.309181,17
4922,-0.513852,30
4923,-2.599787,30
4924,2.900374,22
4925,-0.79386,30
4926,2.019927,30
4927,-3.584558,30
4928,0.86828,11
4929,-0.881965,20
4930,-3.432334,19
4931,-4.354184,16
4932,-8.213091,30
4933,-2.351459,26
4934,3.274632,26
4935,-2.577615,30
4936,0.222297,19
4937,1.410662,30
4938,-0.959052,30
4939,-0.366481,26
4940,0.871443,28
4941,3.205947,30
4942,-0.978285,30
4943,0.937467,18
4944,-2.124378,24
4945,-2.974064,30
4946,1.800477,30
4947,1.330635,20
4948,3.318715,30
4949,0.971318,13
4950,-1.33421,30
4951,-4.246724,29
4952,-0.650532,19
4953,1.856106,27
4954,-0.32478,24
4955,-2.002358,26
4956,0.74541,30
4957,-2.433041,25
4958,-3.766365,30
4959,4.127833,24
4960,-1.255911,30
4961,-1.032532,25
4962,0.513127,17
4963,1.047567,30
4964,1.204427,20
