episode,reward,length
24454,3.350464,30
24455,3.265753,30
24456,4.03611,18
24457,1.929951,30
24458,2.862283,15
24459,3.104212,30
24460,2.813551,30
24461,2.877719,30
24462,3.169623,30
24463,2.794182,16
24464,2.04541,24
24465,3.380929,30
24466,3.309989,30
24467,3.245318,30
24468,3.250775,30
24469,4.209729,28
24470,2.621753,30
24471,3.338273,30
24472,3.690444,16
24473,1.704832,30
24474,4.306648,20
24475,3.11546,30
24476,1.098581,30
24477,0.950969,30
24478,4.249328,27
24479,1.426099,30
24480,3.165817,30
24481,3.705326,25
24482,4.391099,28
24483,1.75013,12
24484,2.090659,21
24485,4.249367,19
24486,2.972278,18
24487,4.266533,17
24488,2.9317,30
24489,3.420313,30
24490,3.362404,30
24491,3.111081,30
24492,1.752495,30
24493,3.344977,30
24494,3.288287,30
24495,3.227303,30
24496,4.311845,24
24497,1.134349,21
24498,3.797251,15
24499,3.323274,30
24500,0.877342,13
24501,3.269355,30
24502,3.240647,30
24503,2.99046,20
24504,3.032323,13
24505,4.216308,29
24506,2.002657,29
24507,2.820603,30
24508,3.099699,30
24509,1.161616,30
24510,3.815728,27
24511,3.078336,30
24512,3.434677,28
24513,2.169254,28
24514,4.278356,24
24515,2.47303,18
24516,3.886886,23
24517,4.241366,14
24518,3.141876,30
24519,3.155565,30
24520,2.865524,17
24521,3.170393,30
24522,3.109358,30
24523,4.022533,16
24524,3.17181,30
24525,3.648482,19
24526,3.403537,30
24527,3.837757,22
24528,3.336364,30
24529,1.983217,30
24530,3.020931,30
24531,2.759203,30
24532,4.339056,16
24533,3.602157,19
24534,4.413489,26
24535,3.565868,15
24536,4.142377,26
24537,3.248363,30
24538,4.095699,17
24539,3.216519,30
24540,3.84832,25
24541,4.102979,27
24542,3.194732,30
24543,3.306955,30
24544,4.181104,18
24545,3.966271,30
24546,4.377467,29
24547,3.334713,30
24548,0.035964,30
24549,3.077487,30
24550,4.303348,24
24551,3.366365,30
24552,3.378512,30
24553,3.336449,30
24554,2.707392,20
24555,3.943934,19
24556,2.006731,30
24557,3.224196,30
24558,4.162074,19
24559,3.140957,30
24560,-0.633015,30
24561,1.168846,30
24562,4.304264,17
24563,4.335643,30
24564,3.216516,30
24565,4.094117,27
24566,4.095593,23
24567,3.76422,28
24568,3.152209,30
24569,3.162067,30
24570,3.262475,30
24571,3.895588,22
24572,3.394504,30
24573,2.923479,12
24574,3.169059,30
24575,4.148175,14
24576,1.580954,20
24577,4.317281,22
24578,3.361214,30
24579,4.225708,27
24580,3.423805,30
24581,4.133736,16
24582,2.770087,22
24583,4.202283,14
24584,3.210724,30
24585,1.842006,21
24586,3.199927,30
24587,2.193015,30
24588,3.359466,30
24589,4.231391,20
24590,3.714369,20
24591,2.03328,19
24592,2.854265,30
24593,2.890759,30
24594,2.387652,17
24595,2.317717,26
24596,1.642994,29
24597,1.979556,30
24598,3.814913,18
24599,3.718341,27
24600,4.337103,25
24601,3.378894,30
24602,2.916094,30
24603,3.930878,20
24604,2.935115,15
24605,3.518645,17
24606,2.89644,21
24607,2.9899,21
24608,4.080557,27
24609,3.274498,30
24610,2.092537,14
24611,4.369929,20
24612,4.07844,28
24613,3.242763,30
24614,4.379934,20
24615,3.329345,30
24616,3.39453,30
24617,1.592076,17
24618,3.294249,30
24619,3.005749,17
24620,3.399133,30
24621,3.084308,30
24622,3.01335,30
24623,3.013381,17
24624,4.076733,21
24625,3.99165,16
24626,3.209439,30
24627,3.229432,30
24628,3.077525,16
24629,4.290264,21
24630,3.092601,30
24631,2.344371,30
24632,0.719426,30
24633,2.152858,21
24634,3.436938,30
24635,1.423973,30
24636,2.042965,21
24637,3.198376,30
24638,3.280795,30
24639,2.542139,19
24640,4.186214,20
24641,3.35386,30
24642,3.016002,30
24643,4.245245,25
24644,3.1082,30
24645,3.144722,30
24646,3.33252,30
24647,4.147192,16
24648,3.372687,30
24649,3.903309,28
24650,3.344428,30
24651,4.204312,18
24652,3.300507,30
24653,3.343365,30
24654,3.907774,16
24655,2.846286,26
24656,3.394428,30
24657,3.114568,18
24658,-0.588939,30
24659,1.772507,30
24660,3.154139,30
24661,3.352099,26
24662,3.452904,30
24663,3.307693,30
24664,3.183335,30
24665,2.86742,18
24666,3.398653,30
24667,3.583319,20
24668,2.188311,30
24669,2.815523,30
24670,3.864656,17
24671,1.125484,13
24672,3.137032,13
24673,3.34311,30
24674,1.755967,30
24675,-0.754831,30
24676,4.114908,16
24677,4.155666,25
24678,-1.116917,28
24679,4.094638,30
24680,2.779275,30
24681,3.016148,15
24682,3.202436,30
24683,3.280401,30
24684,2.40105,17
24685,2.104752,24
24686,3.956692,26
24687,3.000341,30
24688,4.319372,19
24689,3.22327,30
24690,2.662006,17
24691,3.025552,14
24692,4.180535,26
24693,4.256215,19
24694,-0.341325,15
24695,2.084578,24
24696,4.097885,30
24697,3.105386,30
24698,3.37033,30
24699,3.342976,30
24700,3.282872,30
24701,4.10074,16
24702,3.413433,30
24703,3.345475,30
24704,4.230923,27
24705,3.369122,30
24706,1.986947,23
24707,4.244962,24
24708,2.85866,18
24709,1.418021,30
24710,4.293172,26
24711,4.254883,22
24712,3.261785,30
24713,4.381237,15
24714,-0.158604,13
24715,3.187776,30
24716,1.386125,19
24717,3.395214,30
24718,3.21537,30
24719,1.132169,13
24720,3.45601,30
24721,3.17071,30
24722,3.433272,30
24723,3.421419,30
24724,3.301929,30
24725,4.089466,25
24726,2.99444,30
24727,2.234739,24
24728,3.238193,30
24729,3.986709,23
24730,4.079318,24
24731,4.236587,17
24732,2.379952,25
24733,4.387127,28
24734,3.297353,30
24735,3.061114,16
24736,4.219779,18
24737,3.131269,30
24738,3.366072,30
24739,4.203448,27
24740,1.388138,30
24741,3.315871,30
24742,3.346144,30
24743,1.355251,30
24744,3.263526,30
24745,1.214712,30
24746,4.250079,25
24747,4.120207,24
24748,1.113611,15
24749,2.009501,30
24750,3.330819,30
24751,2.463197,27
24752,3.197555,30
24753,4.187968,17
24754,3.864452,25
24755,3.195892,30
24756,3.143072,30
24757,3.286129,30
24758,3.264237,30
24759,1.951543,30
24760,2.747679,30
24761,0.077835,30
24762,3.283393,30
24763,2.617353,18
24764,3.202495,30
24765,3.121524,13
24766,4.167628,18
24767,3.957188,30
24768,3.302637,30
24769,2.425642,25
24770,3.35698,30
24771,3.9425,26
24772,1.66981,30
24773,3.275068,30
24774,3.039015,29
24775,4.208748,30
24776,2.758548,30
24777,4.172381,24
24778,2.942235,30
24779,3.905737,19
24780,2.26927,25
24781,3.721823,23
24782,4.361349,22
24783,2.846449,20
24784,2.690278,18
24785,3.279886,30
24786,4.025472,28
24787,4.239874,24
24788,1.24192,30
24789,3.40356,30
24790,3.083801,30
24791,4.197105,17
24792,3.439208,30
24793,2.301287,22
24794,3.218159,30
24795,2.088732,18
24796,1.969545,30
24797,4.361346,17
24798,3.34057,30
24799,3.348926,30
24800,4.23682,15
24801,3.656956,13
24802,3.31663,30
24803,2.112139,30
24804,3.211438,30
24805,2.302043,28
24806,4.218569,16
24807,3.411334,30
24808,3.336225,30
24809,4.093763,22
24810,4.137652,18
24811,2.032594,20
24812,4.000933,29
24813,2.30388,24
24814,3.400391,30
24815,2.714735,30
24816,4.000419,21
24817,2.805902,30
24818,4.05103,19
24819,4.281284,22
24820,4.377757,15
24821,3.730888,19
24822,4.346188,21
24823,3.373441,30
24824,3.392201,30
24825,4.035384,23
24826,3.400808,30
24827,2.114555,28
24828,2.071819,16
24829,3.252773,30
24830,2.918385,14
24831,3.415048,30
24832,0.585776,19
24833,4.334413,28
24834,1.954443,20
24835,0.375754,19
24836,4.043318,23
24837,3.375756,30
24838,4.317584,26
24839,3.361006,30
24840,2.806742,18
24841,3.411679,30
24842,3.848094,28
24843,4.411768,17
24844,2.113179,18
24845,3.085677,30
24846,0.914705,19
24847,4.064862,16
24848,3.881681,20
24849,2.315896,19
24850,3.694911,21
24851,1.330571,30
24852,3.300615,30
24853,3.149239,30
24854,4.387935,23
24855,3.141983,30
24856,3.332585,30
24857,2.995255,30
24858,3.005678,21
24859,3.263196,30
24860,0.967332,30
24861,3.087016,19
24862,2.174454,19
24863,3.102094,30
24864,3.004543,30
24865,3.345663,30
24866,4.31793,23
24867,4.018207,17
24868,0.193997,30
24869,2.535455,30
24870,3.296031,30
24871,2.876136,25
24872,4.09954,17
24873,3.88546,24
24874,4.018317,25
24875,4.387034,19
24876,3.027197,19
24877,3.369719,30
24878,3.282138,30
24879,3.384273,30
24880,3.232698,30
24881,3.184247,15
24882,1.696799,17
24883,2.195336,29
24884,3.185626,30
24885,4.157306,25
24886,4.407558,18
24887,3.384247,30
24888,4.149891,30
24889,4.322812,28
24890,3.285414,30
24891,4.118604,17
24892,3.345297,30
24893,2.546773,15
24894,4.194331,24
24895,3.40497,30
24896,4.197798,23
24897,3.332559,30
24898,2.688306,17
24899,4.278995,14
24900,2.882611,22
24901,4.319998,29
24902,3.40947,30
24903,3.894546,21
24904,1.167204,30
24905,0.72044,29
24906,4.218574,20
24907,3.253518,30
24908,3.259313,30
24909,2.920215,15
24910,1.674307,26
24911,1.416641,30
24912,3.228927,30
24913,3.186324,30
24914,4.320405,22
24915,3.944453,10
24916,3.74961,23
24917,2.057265,30
24918,3.73186,20
24919,2.097707,27
24920,3.186097,30
24921,3.337526,30
24922,4.165523,21
24923,1.830025,30
24924,4.109048,28
24925,2.916959,16
24926,3.029748,30
24927,3.357071,30
24928,4.044821,20
24929,4.334994,18
24930,2.306811,23
24931,1.957644,30
24932,3.028831,15
24933,4.074488,13
24934,0.792405,15
24935,2.834459,16
24936,3.399781,30
24937,3.091999,30
24938,4.153113,27
24939,2.7292,18
24940,2.252119,18
24941,4.141004,23
24942,4.026159,27
24943,4.108079,17
24944,3.394698,30
24945,3.127192,30
24946,3.122598,30
24947,2.128254,24
24948,4.091843,18
24949,4.258675,19
24950,4.32417,23
24951,3.300702,30
24952,3.025282,30
24953,4.14149,18
24954,4.134762,22
24955,3.078125,30
24956,3.224608,30
24957,3.669448,24
24958,4.288719,25
24959,3.217126,30
24960,4.217271,21
24961,3.006842,30
24962,3.241773,30
24963,1.547952,13
24964,4.060174,25
24965,1.118334,20
24966,4.143463,27
24967,3.187149,30
24968,4.150929,27
24969,0.739345,30
24970,2.993779,30
24971,1.607489,17
24972,4.145607,19
24973,3.338867,30
24974,3.884663,20
24975,4.359936,30
24976,3.309317,30
24977,3.384094,30
24978,3.352305,30
24979,3.131067,13
24980,1.341369,30
24981,3.208664,30
24982,3.386344,30
24983,4.116884,28
24984,4.013025,25
24985,3.352851,30
24986,3.358986,30
24987,3.353767,30
24988,2.963323,15
24989,4.270905,21
24990,3.91213,20
24991,4.148498,22
24992,2.183589,30
24993,3.355466,30
24994,1.147255,30
24995,4.231713,22
24996,3.316033,30
24997,4.266769,25
24998,3.336366,30
24999,3.159853,30
25000,3.298855,30
25001,3.291827,30
25002,3.133854,30
25003,2.836544,17
25004,4.950208,20
25005,3.670787,18
25006,3.40726,30
25007,4.202853,29
25008,2.276658,30
25009,3.333219,30
25010,3.147653,27
25011,4.204513,17
25012,3.001194,30
25013,4.180272,20
25014,3.308491,30
25015,2.768904,30
25016,3.175209,30
25017,2.908087,20
25018,3.082833,16
25019,-0.796622,30
25020,2.887196,11
25021,2.975804,15
25022,3.226369,30
25023,3.990022,19
25024,2.335674,23
25025,2.83008,30
25026,4.16121,18
25027,1.25685,30
25028,3.418588,30
25029,2.051106,30
25030,1.736103,16
25031,3.418756,30
25032,3.077496,30
25033,3.072234,30
25034,4.327087,27
25035,1.111037,30
25036,1.776997,30
25037,3.277877,19
25038,3.574886,20
25039,3.154892,30
25040,4.184497,15
25041,3.090116,15
25042,3.348774,30
25043,4.23104,19
25044,4.191612,16
25045,2.310927,20
25046,3.078421,30
25047,2.031278,30
25048,3.804622,30
25049,3.998763,20
25050,3.222367,30
25051,3.418396,30
25052,3.029083,16
25053,3.265415,30
25054,3.331605,30
25055,1.060358,30
25056,3.377985,30
25057,1.927743,22
25058,3.252064,30
25059,3.290509,30
25060,3.07108,17
25061,3.380319,30
25062,0.970011,30
25063,3.273206,30
25064,3.132538,30
25065,3.323259,30
25066,3.415089,30
25067,3.307061,30
25068,3.344956,30
25069,3.67055,20
25070,3.009228,30
25071,3.259746,30
25072,3.10835,30
25073,2.890705,30
25074,3.271021,30
25075,3.356765,30
25076,2.838072,24
25077,3.041585,15
25078,3.267091,30
25079,3.410281,30
25080,4.267993,21
25081,1.404743,30
25082,4.064811,29
25083,2.215579,30
25084,3.177452,30
25085,3.205106,30
25086,2.036787,21
25087,3.99452,22
25088,1.583586,20
25089,3.385168,30
25090,3.862047,18
25091,4.208032,18
25092,4.171131,21
25093,3.287897,30
25094,3.891008,25
25095,4.158279,14
25096,2.15483,18
25097,2.226552,22
25098,4.24017,17
25099,2.14857,28
25100,4.050053,20
25101,3.189612,30
25102,4.395225,17
25103,4.365493,20
25104,3.567061,17
25105,3.19626,30
25106,4.06514,20
25107,3.102615,16
25108,3.334307,30
25109,3.755689,19
25110,3.013939,13
25111,3.893623,24
25112,1.348065,30
25113,3.390563,30
25114,4.274296,27
25115,3.699673,20
25116,3.042406,30
25117,2.344789,27
25118,4.216213,16
25119,4.004209,30
25120,3.349724,30
25121,4.102313,18
25122,4.352344,20
25123,3.343873,30
25124,2.868143,13
25125,4.35772,26
25126,2.699339,21
25127,2.817226,30
25128,3.333583,30
25129,4.138045,19
25130,3.205323,30
25131,2.285104,10
25132,4.290014,16
25133,4.030056,27
25134,1.96533,30
25135,2.860936,30
25136,2.372204,20
25137,3.211996,30
25138,2.947445,30
25139,3.065723,30
25140,2.876595,30
25141,3.224368,30
25142,3.369758,30
25143,3.349077,30
25144,3.406927,30
25145,3.040572,30
25146,2.700094,16
25147,4.010917,30
25148,1.308766,30
25149,3.015324,26
25150,3.98239,22
25151,3.932287,21
25152,3.414808,30
25153,3.222972,30
25154,4.249994,21
25155,2.776798,12
25156,0.715637,30
25157,1.907422,30
25158,4.277152,19
25159,1.306345,30
25160,3.36631,30
25161,4.047348,28
25162,4.048565,13
25163,3.47278,16
25164,3.2623,30
25165,3.721693,13
25166,3.397116,30
25167,3.010972,30
25168,4.230234,24
25169,1.520329,23
25170,3.050508,30
25171,4.360536,20
25172,3.165792,30
25173,3.219968,30
25174,3.410677,30
25175,3.312158,30
25176,4.130519,25
25177,3.277468,30
25178,3.330877,30
25179,1.253053,30
25180,3.383146,30
25181,1.591692,20
25182,3.209038,30
25183,3.398468,30
25184,1.142376,30
25185,3.39294,30
25186,4.266976,25
25187,1.441725,16
25188,3.119544,19
25189,3.415695,30
25190,3.354081,30
25191,2.285243,22
25192,3.400941,30
25193,4.272001,18
25194,3.061098,30
25195,3.001313,14
25196,3.177844,30
25197,3.291569,30
25198,4.266801,23
25199,3.20385,30
25200,3.13172,30
25201,3.090424,30
25202,3.695497,22
25203,4.215826,19
25204,4.262308,25
25205,3.334079,30
25206,4.244304,24
25207,3.213327,30
25208,3.283402,30
25209,3.424038,30
25210,3.166925,30
25211,3.97169,25
25212,4.301299,17
25213,4.162894,15
25214,1.803023,23
25215,3.207654,30
25216,4.196826,26
25217,4.329009,18
25218,4.168428,28
25219,4.125479,16
25220,3.269831,30
25221,4.289167,19
25222,1.923314,25
25223,3.966985,21
25224,1.383885,30
25225,1.051855,18
25226,3.200003,30
25227,3.408991,30
25228,3.31015,30
25229,2.943525,30
25230,1.130778,30
25231,3.169111,30
25232,3.314515,30
25233,3.28941,30
25234,4.274487,15
25235,3.156293,30
25236,4.322258,27
25237,3.189271,30
25238,3.200933,30
25239,3.249816,30
25240,3.31154,30
25241,3.922825,13
25242,1.079759,30
25243,3.124677,30
25244,3.367861,30
25245,1.120668,17
25246,2.860634,30
25247,4.159058,20
25248,3.216545,30
25249,3.84983,26
25250,2.104657,30
25251,3.27771,30
25252,3.284653,30
25253,4.17669,13
25254,3.913716,18
25255,3.371101,30
25256,2.04793,30
25257,3.278468,30
25258,4.313848,16
25259,4.003746,30
25260,4.261751,25
25261,2.322608,23
25262,4.023163,28
25263,2.963616,30
25264,4.149017,13
25265,3.092929,30
25266,3.38395,30
25267,3.762678,16
25268,2.985757,23
25269,3.436832,30
25270,2.820162,12
25271,3.265561,30
25272,3.039575,27
25273,4.355004,24
25274,3.296695,30
25275,3.56355,28
25276,3.319707,30
25277,4.320502,19
25278,4.209471,16
25279,3.299537,30
25280,3.268475,30
25281,0.84524,30
25282,1.991347,17
25283,1.929435,30
25284,4.093332,21
25285,3.917533,30
25286,3.451754,30
25287,1.732161,21
25288,3.334086,30
25289,4.149298,26
25290,3.092611,30
25291,2.356078,26
25292,4.135203,22
25293,2.867405,16
25294,3.964508,27
25295,3.427724,30
25296,-0.200425,14
25297,3.305505,30
25298,4.28364,29
25299,3.323647,30
25300,3.076382,30
25301,4.355107,17
25302,3.340938,30
25303,3.325642,30
25304,0.991793,19
25305,3.426072,30
25306,3.308455,30
25307,3.192102,30
25308,4.270036,26
25309,3.392365,30
25310,2.321138,25
25311,3.329811,30
25312,3.245417,30
25313,3.402893,30
25314,3.167985,30
25315,2.402605,23
25316,3.589427,14
25317,4.205185,25
25318,3.193028,30
25319,4.060151,16
25320,3.33605,30
25321,3.374847,30
25322,2.988361,16
25323,3.314838,30
25324,3.393181,30
25325,2.913468,12
25326,4.321842,26
25327,2.96766,30
25328,1.12039,17
25329,4.22509,16
25330,4.172636,28
25331,3.307373,30
25332,3.396167,30
25333,3.04378,30
25334,4.199447,21
25335,1.289158,30
25336,1.648116,30
25337,3.576696,18
25338,3.884838,28
25339,4.190245,24
25340,3.384467,30
25341,3.285216,30
25342,1.435667,30
25343,3.455967,30
25344,2.935865,30
25345,1.265486,30
25346,2.987714,30
25347,4.085915,21
25348,3.060284,30
25349,3.379194,30
25350,3.326692,30
25351,-0.215189,30
25352,2.086332,27
25353,0.59038,17
25354,4.2793,25
25355,3.414982,30
25356,4.054017,18
25357,3.325964,30
25358,3.433532,30
25359,4.297691,21
25360,4.24615,29
25361,4.202742,24
25362,4.298726,25
25363,3.352996,30
25364,3.400162,30
25365,3.131088,12
25366,3.552902,16
25367,4.115824,21
25368,1.551384,9
25369,3.399398,30
25370,3.362391,30
25371,4.288865,19
25372,2.609608,30
25373,4.357555,26
25374,3.383696,30
25375,4.334945,19
25376,3.112547,30
25377,3.335662,30
25378,4.151989,27
25379,4.053185,22
25380,3.348789,30
25381,4.072364,27
25382,4.370293,21
25383,1.83815,29
25384,2.923399,30
25385,0.810861,16
25386,3.404655,30
25387,2.027205,26
25388,3.350065,30
25389,3.820792,20
25390,2.605875,30
25391,3.351744,30
25392,3.320809,30
25393,2.797512,30
25394,3.216255,30
25395,2.846382,30
25396,4.09721,19
25397,2.149415,22
25398,-0.865703,30
25399,4.259828,18
25400,2.674361,30
25401,3.388346,30
25402,3.403896,30
25403,3.29159,30
25404,3.543085,28
25405,4.085851,20
25406,3.393086,30
25407,3.156506,30
25408,4.117916,27
25409,2.582138,16
25410,3.268414,30
25411,3.418648,30
25412,2.944785,15
25413,3.423133,30
25414,3.993562,28
25415,3.979739,26
25416,1.208213,30
25417,4.299312,25
25418,3.326903,30
25419,3.988825,26
25420,3.423874,30
25421,1.351558,30
25422,3.38752,30
25423,3.156241,30
25424,4.243982,22
25425,-0.689366,30
25426,4.282923,20
25427,3.225243,30
25428,1.423096,30
25429,4.269882,25
25430,4.217615,20
25431,4.314436,21
25432,3.435399,30
25433,4.300786,15
25434,2.383765,21
25435,3.267246,30
25436,3.256191,30
25437,4.33525,14
25438,3.077666,14
25439,4.123256,17
25440,3.261157,30
25441,2.202595,23
25442,2.899056,18
25443,3.050892,30
25444,3.267037,30
25445,3.059817,30
25446,1.34539,30
25447,4.181706,21
25448,4.329231,19
25449,2.112581,13
25450,3.819271,20
25451,2.817055,13
25452,4.235963,15
25453,3.287161,30
25454,4.108697,27
25455,1.987422,19
25456,3.25122,30
25457,2.865187,14
25458,3.810762,19
25459,4.08069,27
25460,4.163454,25
25461,1.225375,22
25462,3.093093,30
25463,3.318956,30
25464,2.072725,30
25465,1.357101,30
25466,3.384412,30
25467,3.147164,30
25468,4.140395,15
25469,4.366002,17
25470,4.29728,22
25471,1.258938,30
25472,4.151652,29
25473,2.175995,30
25474,3.155811,30
25475,2.923348,30
25476,4.049564,21
25477,3.955387,23
25478,4.301118,17
25479,3.304665,30
25480,3.02153,30
25481,2.28736,17
25482,2.824687,30
25483,3.742704,19
25484,1.214736,30
25485,1.052439,16
25486,1.131088,30
25487,3.245054,30
25488,3.307812,30
25489,3.543987,25
25490,4.117295,14
25491,3.99057,27
25492,1.513932,18
25493,3.402105,30
25494,4.010718,28
25495,3.379411,30
25496,3.127721,30
25497,4.038108,14
25498,1.110564,30
25499,3.305875,30
25500,4.317053,28
25501,4.114138,30
25502,4.098844,26
25503,3.127605,30
25504,3.376281,30
25505,2.438192,30
25506,3.18807,30
25507,3.354241,30
25508,4.227313,17
25509,1.771565,26
25510,3.113554,30
25511,4.245775,15
25512,2.346917,16
25513,3.027589,19
25514,4.232518,20
25515,1.428407,30
25516,1.048675,30
25517,3.053148,30
25518,4.318493,25
25519,4.236235,28
25520,3.886186,22
25521,4.30286,30
25522,4.226639,24
25523,3.405082,30
25524,3.386953,30
25525,4.075176,25
25526,4.237378,20
25527,4.280604,16
25528,2.265856,27
25529,3.442424,30
25530,4.157685,30
25531,2.568477,30
25532,4.254674,26
25533,3.073002,30
25534,4.171862,12
25535,4.292594,24
25536,4.029118,30
25537,3.424567,30
25538,4.175081,19
25539,2.055332,25
25540,3.545152,23
25541,3.748942,28
25542,3.36389,30
25543,4.13685,22
25544,3.393436,30
25545,4.116302,14
25546,2.903877,14
25547,3.381896,30
25548,2.143526,30
25549,4.15873,21
25550,4.236152,22
25551,3.134769,30
25552,4.372291,21
25553,4.265757,25
25554,3.295462,30
25555,2.624615,30
25556,3.236771,30
25557,4.363183,22
25558,3.07444,24
25559,4.214529,24
25560,3.315138,30
25561,4.069723,24
25562,4.023262,30
25563,1.337304,30
25564,4.345456,24
25565,3.042783,30
25566,2.251292,18
25567,3.302477,30
25568,3.5259,13
25569,1.701698,30
25570,0.089538,23
25571,2.094406,15
25572,1.378362,30
25573,3.904604,14
25574,4.165954,19
25575,4.225619,18
25576,0.831128,13
25577,3.972571,30
25578,3.623089,24
25579,2.204656,30
25580,3.233425,30
25581,3.117685,14
25582,3.383188,30
25583,1.445416,30
25584,3.412352,30
25585,2.475386,22
25586,3.267117,30
25587,4.358665,23
25588,3.260627,30
25589,3.238914,30
25590,4.222181,19
25591,3.972657,24
25592,3.390903,30
25593,4.176528,30
25594,4.153763,25
25595,4.139708,25
25596,3.098177,17
25597,3.382412,30
25598,3.189325,30
25599,3.427111,30
25600,4.214467,22
25601,4.114772,22
25602,3.377878,30
25603,3.836174,23
25604,4.04002,16
25605,4.346202,17
25606,3.191243,30
25607,3.209792,30
25608,2.335037,25
25609,4.16439,17
25610,4.393994,29
25611,3.242077,30
25612,1.991024,22
25613,3.863864,25
25614,3.430793,21
25615,1.355808,30
25616,3.695473,23
25617,1.667706,30
25618,2.906046,21
25619,1.284859,11
25620,3.337382,30
25621,3.388734,30
25622,3.035971,30
25623,3.183668,30
25624,2.994877,24
25625,2.904627,12
25626,4.123686,14
25627,3.393474,30
25628,4.374926,25
25629,3.336002,30
25630,1.968919,23
25631,4.370896,30
25632,3.269204,30
25633,3.382941,30
25634,1.089185,13
25635,4.233972,24
25636,1.286981,30
25637,3.365892,30
25638,3.111086,30
25639,3.391378,30
25640,3.34032,18
25641,3.212981,30
25642,4.330718,22
25643,2.932873,20
25644,1.049541,12
25645,3.401784,30
25646,4.18283,17
25647,4.261177,15
25648,1.272837,30
25649,3.322256,30
25650,4.136863,13
25651,3.443044,30
25652,1.692932,30
25653,1.938068,30
25654,4.328774,24
25655,2.032097,25
25656,3.983684,30
25657,3.017775,15
25658,3.373902,30
25659,-0.358597,30
25660,1.18063,30
25661,3.313814,30
25662,1.198197,22
25663,0.07909,30
25664,3.395371,30
25665,4.160083,27
25666,1.779276,30
25667,4.108444,12
25668,3.939312,19
25669,3.229237,30
25670,3.192761,30
25671,3.064619,30
25672,3.002363,23
25673,3.288188,30
25674,3.807095,18
25675,4.273983,21
25676,3.42713,30
25677,3.296378,30
25678,3.372851,30
25679,1.275688,30
25680,2.900308,30
25681,2.383127,12
25682,3.920691,27
25683,3.180101,30
25684,4.256135,27
25685,1.289247,30
25686,2.151712,30
25687,3.272168,30
25688,2.965709,15
25689,3.028219,15
25690,4.269536,23
25691,4.307058,26
25692,3.443605,30
25693,3.17699,30
25694,1.316924,30
25695,3.987226,23
25696,1.043158,30
25697,3.399942,21
25698,3.378892,30
25699,2.803004,22
25700,2.856099,30
25701,4.097687,23
25702,3.451342,30
25703,4.024527,27
25704,2.958292,30
25705,1.939539,14
25706,3.147273,30
25707,4.31973,21
25708,1.000035,22
25709,4.22139,22
25710,3.944592,21
25711,3.285809,30
25712,2.323987,21
25713,1.076675,30
25714,3.204191,30
25715,4.291204,29
25716,1.157998,14
25717,3.168466,30
25718,3.22143,30
25719,3.212977,30
25720,3.254364,30
25721,3.200578,30
25722,4.011679,16
25723,1.012833,30
25724,4.200147,20
25725,1.119952,30
25726,3.250933,30
25727,3.230985,30
25728,2.909409,30
25729,3.241297,30
25730,3.408554,30
25731,2.830389,16
25732,3.457838,30
25733,1.243874,30
25734,3.364504,30
25735,4.205131,19
25736,4.204525,27
25737,2.904621,12
25738,3.151521,30
25739,4.157035,19
25740,2.895431,23
25741,3.18364,30
25742,3.03291,30
25743,4.322302,14
25744,3.414345,30
25745,1.834765,25
25746,3.314619,30
25747,3.984073,28
25748,2.074698,30
25749,3.40663,30
25750,3.646136,28
25751,4.160035,26
25752,3.280224,30
25753,4.086712,14
25754,3.352655,30
25755,3.365897,30
25756,3.904218,19
25757,3.663649,27
25758,3.40091,30
25759,3.596964,28
25760,3.346829,30
25761,4.183371,16
25762,3.905547,27
25763,3.078315,30
25764,4.053713,30
25765,3.254107,30
25766,3.205872,30
25767,2.948206,23
25768,3.376374,30
25769,3.249027,30
25770,4.111737,28
25771,3.40177,30
25772,3.037504,13
25773,3.621687,28
25774,3.274325,30
25775,1.469203,12
25776,2.283314,30
25777,3.306753,30
25778,3.968728,29
25779,2.402936,22
25780,4.251147,18
25781,3.433316,30
25782,2.923579,30
25783,3.204067,30
25784,3.250805,30
25785,4.284789,25
25786,4.218199,20
25787,3.072907,17
25788,3.396176,30
25789,3.295267,30
25790,2.255086,30
25791,3.309906,30
25792,3.570607,15
25793,2.027542,30
25794,2.071006,20
25795,3.201688,12
25796,3.135592,30
25797,2.929062,12
25798,4.127088,23
25799,4.283227,29
25800,3.354679,30
25801,3.773681,20
25802,3.854334,28
25803,3.705855,20
25804,3.315917,30
25805,0.220977,30
25806,3.751877,29
25807,1.8334,30
25808,3.098806,30
25809,1.140592,30
25810,3.160703,30
25811,3.403109,30
25812,3.421302,30
25813,3.233381,30
25814,3.250104,30
25815,1.306779,30
25816,4.328126,20
25817,4.017786,14
25818,2.971154,15
25819,3.281497,30
25820,2.256494,30
25821,3.145668,18
25822,-0.923679,30
25823,2.084737,30
25824,4.323895,16
25825,0.961506,30
25826,1.917426,24
25827,3.124684,21
25828,3.398927,30
25829,3.235229,30
25830,3.246802,30
25831,3.14857,30
25832,3.367264,30
25833,3.298806,30
25834,4.37563,26
25835,4.232472,25
25836,4.108898,13
25837,3.088484,30
25838,4.126296,16
25839,3.240562,30
25840,3.045285,18
25841,2.601789,19
25842,1.941601,30
25843,3.099699,30
25844,3.055494,30
25845,3.183154,30
25846,1.725294,10
25847,4.141879,16
25848,4.054095,17
25849,1.241756,30
25850,3.24236,30
